Name,Tag,Area,Address,Category,Price,Timings
Jun Sushi Japanese,QUICK BITES,Kitsilano,"3309 West Broadway, Vancouver V6R","Sushi, Japanese, Asian",10,YES
The Only Cafe,CAF�,Kitsilano,"2678 W 4th Avenue, Vancouver V6K 1P8","Coffee and Tea, Tea",101010,NO
Eighties,CASUAL DINING,Central Lonsdale,"110 West 14th Street, North Vancouver V7M2N1",Diner,10,NO
Ginger and Chili,CASUAL DINING,Point Grey,"4423 West 10th Avenue, Vancouver V6R2H8","Chinese, Asian",10101010,YES
Kove Kitchen,CASUAL DINING,Steveston,"140-3900 Bayview Street, Richmond V7E",Canadian,10101010,YES
Jejudo,CASUAL DINING,"North Road Centre, Cariboo & Lougheed","North Road Centre, 220-4501 North Road, Burnaby V3N4J5","Sushi, Japanese, Korean, Asian",101010,YES
The Taphouse,CASUAL DINING,Guildford,"15330 102A Avenue, Surrey","Bar Food, Canadian",10,NO
The Taste Of Africa,CASUAL DINING,Whalley,"105 -10665 King George Boulevard, Surrey V3T 2X6",African,10,YES
Sunny Dragon Restaurant,CASUAL DINING,"Fleetwood Town Square, Fleetwood","Fleetwood Town Square, 101-15988 Fraser Hwy, Surrey V4N0X8","Chinese, Japanese, Korean, Asian",10101010,NO
Super Chef Grill,QUICK BITES,Yaletown,"280 Robson Street, Vancouver V6B6A1",Chinese,101010,NO
Greek Islands Restaurant,CASUAL DINING,Fleetwood,"108-9547 152 Street, Surrey V3V5Y5","Greek, Italian, Mediterranean",101010,NO
ABODE Restaurant,CASUAL DINING,West End,"1223 Robson Street, Vancouver V6E1C3",Canadian,101010,NO
Great Dane Coffee,CAF�,UBC,"6011 Walter Gage Road, Vancouver V6T1Z1","Cafe, Sandwich",10101010,NO
Donair King,QUICK BITES,West End,"1028 Davie Street, Vancouver V6E1N2","Kebab, Greek, Mediterranean",10,NO
Bombay Joes,CASUAL DINING,Ladner,"103 - 4841 Delta Street, Metro Vancouver",Indian,10101010,YES
reLiSH Gourmet Burgers,CASUAL DINING,Grandview,"2290 Commerical Drive, Vancouver V5N 4B5",Burger,10,YES
Freshii,QUICK BITES,Downtown,"870 West Cordova Street, Vancouver V6C 3L5","Healthy Food, Juices",10101010,YES
Pasparos Taverna,CASUAL DINING,Lower Lonsdale,"132 West 3rd Street, North Vancouver V7M0A9","Greek, Mediterranean, Seafood",10,NO
S'wich Cafe,CAF�,Lower Lonsdale,"644 Queensbury Avenue, North Vancouver",Cafe,1010,YES
Hong Ma No Korean Restaurant,CASUAL DINING,"Guildford Place, Guildford","Guildford Place, 10330 152 Street, Surrey V3R4G8","Chinese, Korean, Asian",10,NO
Maple Grill,CASUAL DINING,Kitsilano,"1967 West Broadway, Vancouver V6J1Z3","Canadian, Jewish",10101010,YES
Saint Street Grill,CASUAL DINING,Port Moody,"2510 St. Johns Street, Metro Vancouver V3H2B3","Canadian, Seafood",10101010,NO
Yagger's,CASUAL DINING,Downtown,"433 West Pender Street, Vancouver V6B 1V2",Bar Food,1010,NO
Yaletown Gelato Espresso Bar,CAF�,Yaletown,"1208 Homer Street, Vancouver V6B1C6","Cafe, Desserts",101010,NO
Sushi Avenue,CASUAL DINING,Township of Langley,"9-8590 200th Street, Langley V2Y2B9","Sushi, Japanese, Korean, Asian",10,YES
Evelyn's Cafe and Grill,CASUAL DINING,Kitsilano,"2176 West Broadway, Vancouver V6K4L3","Diner, Chinese, Asian",10101010,YES
The Mongolie Grill,CASUAL DINING,"Westbrook Centre, City of Langley","Westbrook Centre, 19585 Fraser Highway, Langley V3S9A4","Mongolian, Asian",10101010,YES
Boiling Point,CASUAL DINING,Fleetwood,"Suite 102-15146 100th Avenue, Surrey V3R OJ8","Taiwanese, Chinese",10,NO
Steveston Bakery,BAKERY,Steveston,"12231 Number 1 Road, Richmond V7E6N2","Bakery, Cafe",101010,NO
Zaccary's Pizza,QUICK BITES,Fairview,"3150 Oak Street, Vancouver","Pizza, Fast Food",101010,YES
Sawbucks Neighbourhood Pub,BAR,South Surrey,"1626 152nd Street, Surrey V4A",Bar Food,10101010,NO
Gulberg Restaurant,CASUAL DINING,"Kwantlen Square, Newton","Kwantlen Square, 119-7181 126 Street, Surrey V3W2M8","Indian, Pakistani",1010,YES
Bao Bakery,BAKERY,Renfrew-Collingwood,"5115 Joyce Street, Vancouver, Vancouver V5R 4G8",Bakery,10,NO
Hoshi Sushi,CASUAL DINING,Kitsilano,"2825 West Broadway, Vancouver V6K2G6","Sushi, Japanese, Asian",10101010,NO
Grapes & Soda,CASUAL DINING,Fairview,"1537 West 6th Avenue, Vancouver V6J",Pacific Northwest,10101010,NO
Dose Espresso Bar,CAF�,Fairview,"1517 West Broadway, Vancouver V6J 5K9",Cafe,101010,NO
Viva Sue Pizza,QUICK BITES,Central Burnaby,"5115 Canada Way, Burnaby V5E 3N1",Pizza,10,YES
Caffe Divano,CAF�,North Burnaby,"4568 Hastings Street, Burnaby",Cafe,101010,NO
The Rise Eatery,CASUAL DINING,Downtown,"3135 Granville Street, Vancouver V6H 3K1","Fusion, Canadian",1010,YES
Leela Thai Restaurant,CASUAL DINING,White Rock,"1310 Johnston Road, Metro Vancouver V4B3Z2","Thai, Asian",10,NO
NY Grill & Bistro,CASUAL DINING,City of Langley,"20204 Fraser Highway, Langley V3A4E7","Grill, Bar Food",10101010,YES
2001 Flavors Pizza,QUICK BITES,Downtown,"595 West Pender Street, Vancouver V6B 1V5",Pizza,10101010,YES
Zhao's Soup House,CASUAL DINING,Central Richmond,"8511 Alexandra Road, Richmond V6X",Chinese,10101010,YES
Cinema Public House,BAR,Downtown,"901 Granville Street, Vancouver V6B 2C9",Bar Food,1010,NO
Iori Sushi Bar,CASUAL DINING,"Valley Fair Mall, Maple Ridge","Valley Fair Mall, 620-22709 Lougheed Highway, Metro Vancouver V2X2V5","Sushi, Japanese, Asian",101010,NO
Kim Phung,CASUAL DINING,Victoria-Fraserview & Killarney,"5764 Victoria Drive, Vancouver V5P","Vietnamese, Asian",101010,YES
Carl's Jr.,QUICK BITES,Downtown,"625 Howe Street, Vancouver V6C 2T6",Fast Food,1010,NO
Jade Valley Chinese Restaurant,CASUAL DINING,"Impact Plaza, Guildford","Impact Plaza, 149-10090 152nd Street, Surrey V3R 8X8","Chinese, Asian",10,YES
Congee Noodle Delight,FOOD COURT,"International Village Mall, Chinatown","International Village Mall, 88 West Pender, Vancouver V6B 1R3","Fast Food, Cantonese",1010,NO
South Castle Korean Restaurant,CASUAL DINING,Coquitlam,"1112 Austin Avenue, Coquitlam V3K3P5","Korean, Asian",1010,YES
Ceili's Modern Irish Pub - Executive Airport Plaza...,BAR,"Executive Airport Plaza Hotel, Central Richmond","Executive Airport Plaza Hotel, 7311 Westminster Highway, Richmond V6X 1A1",Bar Food,10101010,NO
Kranky Cafe,CAF�,Mount Pleasant,"216 East 4th Avenue, Vancouver V5T 4R4",Cafe,10101010,NO
Planet Veg,QUICK BITES,Kitsilano,"1941 Cornwall Avenue, Vancouver V6J1C8",Indian,10,NO
MEN-no KURA,CASUAL DINING,West End,"1773 Robson Street, Vancouver, Vancouver V6G 1C9","Asian, Ramen, Japanese",10,YES
Double One Chinese Restaurant,CASUAL DINING,North Burnaby,"4057 Hastings Street, Burnaby V5C2J3","Chinese, Asian",10,YES
Hu Tong,CASUAL DINING,Kitsilano,"2942 West Broadway, Vancouver V6K 2G6","Chinese, BBQ, Asian",101010,NO
Shanghai Lu Restaurant,CASUAL DINING,Fairview,"705 West Broadway, Vancouver V5Z 1G8","Chinese, Shanghai, Dim Sum, Asian",1010,NO
Urban Fare,QUICK BITES,Yaletown,"177 Davie Street, Vancouver V6Z 2V4","Canadian, Fast Food",101010,YES
Smile Diner,CASUAL DINING,Downtown,"424 West Pender Street, Vancouver V6B1T1","Diner, Chinese, Asian",1010,NO
La Glace,,Arbutus Ridge,"2785 West 16th, Vancouver,, Vancouver V6K 4W7",Ice Cream,10101010,NO
Fortuna Bakery,BAKERY,North Burnaby,"4240 Hastings Street, Burnaby V5C 2J6","Portuguese, Deli, Bakery",1010,NO
Great Wall Tea Company,FOOD COURT,"River Market, New Westminster","River Market, 109-810 Quayside Drive, Metro Vancouver V3M6Z6",Tea,10101010,NO
Matteo's Gelato,CAF�,Port Coquitlam,"2615 Mary Hill Road, Metro Vancouver V3C3A9","Cafe, Ice Cream, Desserts",10101010,NO
Far Out Coffee Post,CAF�,Grandview,"2173 Dundas Street, Vancouver V5L1B1",Cafe,1010,YES
Pallas Athena,CASUAL DINING,Port Coquitlam,"1250 Dominion Avenue, Metro Vancouver V3B 8G7",Greek,101010,NO
Grandt Kitchen,CASUAL DINING,Whalley,"12297 Industrial Rd, Surrey, Surrey V3V 3S4","Asian, Filipino",10,YES
The Hop & Vine Pub And Liquor Store,BAR,North Burnaby,"1601 Burnwood Drive, Burnaby V5A 4H1","Bar Food, Canadian",1010,NO
Delrios,CASUAL DINING,South Surrey,"1669 128th Street, Surrey V4A3V3","Pizza, Italian",101010,NO
Townhall Public House,CASUAL DINING,Coquitlam,"925 Brunette Avenue, Coquitlam V3K 1C8 1C8",Bar Food,10101010,NO
Assini Pizza Restaurant,CASUAL DINING,Fleetwood,"109-15551 Fraser Highway, Surrey V3S2V8","Greek, Italian, Pizza",10101010,NO
Best Falafel,QUICK BITES,Grandview,"2013 Commercial Drive, Vancouver V5N","Middle Eastern, Fast Food",101010,NO
Falafel King,QUICK BITES,Downtown,"516 Robson Street, Vancouver V6B1A6","Middle Eastern, Fast Food",10101010,NO
Lennox Pub,BAR,Downtown,"800 Granville Street, Vancouver V6B2C9",Bar Food,101010,NO
Dashiwa Sushi,CASUAL DINING,"Sullivan Station, Newton","Sullivan Station, 103 - 6351 ,152 Street, Surrey V3S 3K8","Sushi, Japanese, Asian",10101010,NO
Fresh Press Coffee Bar,CAF�,Central Richmond,"121-4940 Number 3 Road, Richmond V6X 3A5",Cafe,10,NO
Bakery 101,BAKERY,Fairview,"Pacific Institute of Culinary Arts, 1505 West 2nd Avenue, Vancouver V6J1H2","Bakery, Desserts",10,YES
Sushi Aoki,CASUAL DINING,Kitsilano,"1888 West Broadway, Vancouver V6J 1Y9","Sushi, Japanese, Asian",10,NO
The Yucca Tree Cafe,CAF�,White Rock,"1347 Johnston Road, Metro Vancouver V4B","Cafe, Healthy Food",10,YES
Shogun,CASUAL DINING,Downtown,"518 Hornby Street, Vancouver V6C2E8","Japanese, Asian",101010,YES
Pho Hoa Noodle Soup,CASUAL DINING,"Connaught Plaza, Richmond","Connaught Plaza, 100-8500 Alexandra Road, Richmond V6X1C3",Vietnamese,10,NO
Lalibela Ethiopian,CASUAL DINING,New Westminster,"406 6th Street, Metro Vancouver V3L3B2",Ethiopian,1010,NO
Johnnie Fox's Irish Snug,PUB,Downtown,"1033 Granville Street, Vancouver V6Z 1L2","Irish, Bar Food",10101010,NO
Kitcho Izakaya,CASUAL DINING,Central Richmond,"133-4800 Number 3 Road, Richmond, BC, Richmond V6X 3A6 3A6","Japanese, Asian",101010,YES
Yougo Chicken,FOOD COURT,"Aberdeen Centre, Richmond","Aberdeen Centre, Food Court, 3120-4151 Hazelbridge Way, Richmond V6X 0A4","Fast Food, Taiwanese, Asian",10,NO
Sango Japanese Restaurant,CASUAL DINING,"Meadowtown Centre, Pitt Meadows","Meadowtown Centre, 350-19800 Lougheed Highway, Metro Vancouver V3Y 1B3","Sushi, Japanese, Asian",1010,YES
Sushi Umibe,CASUAL DINING,Maple Ridge,"11955 207 Street. Suite 1, Maple Ridge, Metro Vancouver V2X 3E4","Sushi, Japanese, Asian",1010,YES
Elvis Pizza,,Guildford,"14916 104 Avenue, Surrey V3R1M8","Pizza, Fast Food",10101010,YES
The Juice Truck Cafe,BEVERAGE SHOP,Mount Pleasant,"28 West 5th Avenue, Vancouver V5Y 1H5","Juices, Beverages, Healthy Food",101010,YES
Roxy Burger,BAR,Downtown,"910 Granville Street, Vancouver V6B2C9","Burger, Bar Food",10101010,YES
Golden Garden Vietnamese Cuisine,CASUAL DINING,Chinatown,"509 Main Street, Vancouver V6A2V1",Vietnamese,10,NO
LanaLou's,CASUAL DINING,Downtown Eastside,"362 Powell Street, Vancouver V6A",Diner,1010,NO
Yook Korean Grilled BBQ & Bistro,CASUAL DINING,Grandview,"2408 Nanaimo Street, Vancouver V5N 5E4","Korean, BBQ",101010,YES
Taza Falafel House,QUICK BITES,New Westminster,"344 6th Street, Metro Vancouver V3L3A9","Middle Eastern, Fast Food",10,NO
The Fountainhead Pub,BAR,West End,"1025 Davie Street, Vancouver V6E1M7",Bar Food,10,NO
Grotto,CASUAL DINING,West End,"1725 Davie Street, Vancouver V6G 1W5","Italian, Pizza",10101010,NO
Sushi Village,CASUAL DINING,Port Coquitlam,"3331 Coast Meridian Road, Metro Vancouver, Metro Vancouver V3B 3N6","Sushi, Japanese, Asian",10,YES
Cimona Cafe,CASUAL DINING,Steveston,"210-3791 Bayview Street, Richmond V7E 3B6",Diner,10,NO
Sushi Train Restaurant,CASUAL DINING,Guildford,"102-15380, 102 A Avenue, Surrey V3R 7K1","Sushi, Japanese, Asian",10101010,YES
Blue Martini Jazz Cafe,LOUNGE,Kitsilano,"1516 Yew Street, Vancouver V6K 3E4",Italian,10,NO
The Emerald,BAR,Chinatown,"555 Gore Street, Vancouver V6A 2Z4","Bar Food, Canadian",10101010,YES
Russet Shack,CASUAL DINING,Downtown,"288 Robson Street, Metro Vancouver, Vancouver V6B 6A1","British, Turkish, Fast Food, Mediterranean, Soul Food, Street Food, Eastern European, Irish",10101010,YES
Yagger's Kitsilano Restaurant,BAR,Kitsilano,"2884 west broadway, Vancouver V6K2G7","BBQ, Bar Food",1010,YES
Caffe Rustico,CAF�,Mount Pleasant,"3136 Main Street, Vancouver V5T 3G7","Cafe, Pizza, Italian",10,NO
Green Leaf Bubble Tea,BEVERAGE SHOP,Punjabi Market,"5756 Fraser Street, Vancouver V5W2Z5","Bubble Tea, Beverages",1010,NO
Lazy Den Bubble Tea,BEVERAGE SHOP,Port Moody,"3003 St. Johns Street, Metro Vancouver V3H2C5","Taiwanese, Bubble Tea",10,YES
Pho Phuong Hong,CASUAL DINING,Maple Ridge,"106-20306 Dewdney Trunk Road, Metro Vancouver V2X3E1","Vietnamese, Asian",101010,NO
Broadway Station Sushi,CASUAL DINING,"Commercial-Broadway Station, Kensington","Commercial-Broadway Station, 101-1638 East Broadway, Vancouver V5N","Sushi, Japanese, Asian",10101010,NO
Panda Szechuan,CASUAL DINING,South Surrey,"15080 32 Avenue, Surrey, Surrey V6P 3K1","Dim Sum, Chinese, Asian",101010,YES
Cuatro Coffee,CAF�,Fleetwood,"202-9014 152 Street, Surrey V3R4E7",Cafe,1010,NO
Cheshire Cheese Inn,CASUAL DINING,"Lonsdale Quay Market, Lower Lonsdale","Lonsdale Quay Market, Second Level, 218-123 Carrie Cates Court, North Vancouver V7M3K7","Bar Food, British",10,YES
Kimchi Palace Restaurant,CASUAL DINING,City of Langley,"6019 196th Street, Surrey, Langley V3S 7L8","Sushi, Japanese, Korean, Asian",10,YES
C-Lovers Fish & Chips,CASUAL DINING,Lower Capilano,"1660 Pemberton Avenue, North Vancouver V7P1T3","Fish and Chips, Seafood, Fast Food",10,YES
Desi Turka Indian Cuisine,CASUAL DINING,Cariboo & Lougheed,"7807 6th Street, Burnaby V3N 3N1",Indian,1010,NO
Elisabeth's Chalet Restaurant,CASUAL DINING,Cloverdale,"17785 56 Ave, Surrey, Surrey V3S 1E2",European,101010,NO
Alfa,CASUAL DINING,"Tsawwassen Professional Building, Tsawwassen","Tsawwassen Professional Building, 1097 56 Street, Metro Vancouver V4L 2A2","Greek, Pizza, Italian",10,YES
Damiko Sushi,CASUAL DINING,Township of Langley,"7280 200th Street, Langley V2Y1S4","Sushi, Japanese, Asian",1010,YES
Off The Tracks,CAF�,Granville Island,"1363 Railspur Alley, Vancouver V6H3R8",Cafe,1010,YES
Dalina,CASUAL DINING,Downtown,"687 Main Street, Vancouver, Vancouver V6A 2V4","Italian, Coffee and Tea",10101010,NO
Palmyra Mediterranean Grill,CASUAL DINING,Guildford,"167-10020 152 Street, Surrey, Surrey V3R 8X8",Mediterranean,101010,NO
Noodle Island,CASUAL DINING,"Fleetwood Town Square, Fleetwood","Fleetwood Town Square, 302-15988 Fraser Highway, Surrey V4N0X8","Vietnamese, Asian",10,NO
Europe Old Fashion Bakery & Deli,BAKERY,Port Coquitlam,"2552 Shaughnessy Street, Metro Vancouver V3C3B8",Bakery,1010,NO
Van Dragon Chinese Restaurant,CASUAL DINING,Grandview,"2163 East Hastings Street, Vancouver V5L1V2","Chinese, Asian",101010,YES
Zythos Greek Mediterranean Grill,CASUAL DINING,Walnut Grove,"19828 Telegraph Trail, Langley V1M3E5","Greek, Mediterranean",101010,NO
Puccini's Deli,QUICK BITES,Central Lonsdale,"2027 Lonsdale Avenue, North Vancouver V7M2K5","Italian, Deli",10,NO
Sun Tin Day Cafe,CASUAL DINING,Kensington,"5137 Victoria Drive, Vancouver V5P","Cantonese, Chinese, Asian",10101010,YES
Yohachi Sushi,CASUAL DINING,Lower Lonsdale,"171 West Esplanade Avenue, North Vancouver V7M3J9","Sushi, Japanese, Asian",10,YES
Crepe Delicious,FOOD COURT,"Richmond Centre, Richmond","Richmond Centre, Food Court, 6551 Number 3 Road, Richmond V6Y 2B6",Desserts,101010,NO
Main Street Brewing Company,MICROBREWERY,Mount Pleasant,"261 East 7th Avenue, Vancouver V5T 0B4",Bar Food,1010,NO
A Taste of India,CASUAL DINING,West End,"1282 Robson Street, Vancouver V6E2B1",Indian,10,YES
The Pawn Shop YVR,CASUAL DINING,Downtown,"1117 Granville Street, Vancouver V6Z 1M1","Tapas, Mexican",1010,YES
OZ Restaurant,CASUAL DINING,Coquitlam,"1190 Pinetree Way, Unit 112, Coquitlam, Coquitlam V3B 0J5",Korean,10101010,NO
BLVD Bistro,CASUAL DINING,Lower Lonsdale,"636 Queensbury Avenue, North Vancouver",Cafe,10101010,NO
Shebeen Whiskey House,BAR,Gastown,"Inside The Irish Heather, 210 Carrall Street, Vancouver V6B 2J2",Bar Food,10101010,NO
Froshberg Gelato,DESSERT PARLOR,"Richmond Centre, Richmond","Richmond Centre, 6551 Number 3 Road, Richmond V6Y","Ice Cream, Desserts",1010,YES
Sushiro,CASUAL DINING,Maple Ridge,"103-22805 Lougheed Hwy, Metro Vancouver V2X2V6","Sushi, Japanese, Asian",10101010,NO
Sushi Wara,CASUAL DINING,"Sunshine Hills Centre, North Delta","Sunshine Hills Centre, 6485 120 Street, Metro Vancouver V4E3G3","Sushi, Japanese, Asian",10,NO
Oriental Dumpling King,CASUAL DINING,Central Richmond,"120-4200 Number 3 Road, Richmond V6X 4E8","Northern Chinese, Chinese, Asian",10101010,NO
Seoul Express,FOOD COURT,"Yaohan Centre, Central Richmond","Yaohan Centre, Food Court, 1095-3700 Number 3 Road, Richmond V6X","Fast Food, Korean",1010,NO
Bali Thai Indonesian Cuisine,FOOD COURT,"International Village Mall, Chinatown","International Village Mall, Food Court, 88 West Pender Street, Vancouver V6B1R3","Fast Food, Indonesian, Asian",1010,NO
La Meza Grill,CASUAL DINING,North Delta,"11955 88 Avenue, Metro Vancouver V4C","Filipino, Asian",10,NO
Mucho Burrito,QUICK BITES,"Market Crossing, South Burnaby","Market Crossing, 100-7515 Market Crossing, Burnaby V5J3J4",Mexican,101010,YES
Salty's Fish & Chips,CASUAL DINING,"Clover Square Village, Cloverdale","Clover Square Village, 101-17750 56 Avenue, Surrey V3S1C7","Fish and Chips, British",10101010,YES
La Galleria Fine Foods,QUICK BITES,Edgemont & Upper Capilano,"3055 Highland Boulevard, North Vancouver V7R2X4","Deli, Sandwich",10,YES
Pasta Amore Pizzeria Ristorante,CASUAL DINING,Central Burnaby,"4502 Dawson Street, Burnaby V5C 4C1","Italian, Pizza",1010,YES
Pho Triple 8,CASUAL DINING,"Guildford Towngate, Guildford","Guildford Towngate, 102-15138 100th Avenue, Surrey V3R9P4","Vietnamese, Asian",1010,NO
Darcy's Cafe,CAF�,Point Grey,"4462 West 10th Avenue, Vancouver V6R2H9","Cafe, Desserts",101010,YES
Whole Foods Market,QUICK BITES,West End,"1675 Robson Street, Vancouver V6G1C8","Cafe, Bakery, Healthy Food, Canadian",10,YES
Sunflower Bubble Tea,BEVERAGE SHOP,Renfrew-Collingwood,"5125 Joyce Street, Vancouver V5R","Bubble Tea, Taiwanese, Asian",1010,YES
L'Ufficio,CASUAL DINING,Kitsilano,"3687 West 4th Avenue, Vancouver V6R 4N6",Italian,1010,YES
Sushi King George,CASUAL DINING,Whalley,"10344 King George Boulevard, Suite 102, Surrey, Surrey V3T 2W5","Sushi, Sandwich, Canadian",10101010,YES
Yogi Snack Bar,QUICK BITES,West End,"1706 Robson Street, Vancouver V6G 2J7",Korean,10,YES
Pho Song,CASUAL DINING,Maple Ridge,"22334 Lougheed Hwy, Metro Vancouver V2X 5Y1","Vietnamese, Asian",101010,YES
The Edge Social Grille & Lounge,CASUAL DINING,Downtown,"1100 Granville Street, Vancouver V6Z2B6","Grill, Bar Food, Canadian",10101010,YES
Ocean Park Pizza & Village Pub,CASUAL DINING,South Surrey,"12822 16th Avenue, Surrey V4A1N4","Bar Food, Pizza, Greek",10101010,NO
Silk Road Cafe,QUICK BITES,Kitsilano,"1956 West 4th Avenue, Vancouver, Vancouver V6J1M5",Middle Eastern,10101010,NO
Pho 777 Vietnamese Restaurant,CASUAL DINING,White Rock,"15230 Russell Avenue, Metro Vancouver V4B2P6","Vietnamese, Asian",101010,YES
Turkish Donair,QUICK BITES,North Burnaby,"4066 Hastings Street, Burnaby V5C 2J3",Turkish,101010,YES
Hongdae Pocha Cafe,CASUAL DINING,West End,"1642 Robson Street, Vancouver V6G 1C7","Korean, Asian",101010,YES
Kababji Grill,QUICK BITES,"Morgan Crossing, South Surrey","Morgan Crossing, 106-15775 Croydon Drive, Surrey V3Z2L6","Mediterranean, Lebanese",10101010,NO
Viva Fine Foods & Bakery,BAKERY,Kitsilano,"1555 Yew Street, Vancouver, Vancouver V6K 3E5","Bakery, Coffee and Tea",101010,YES
Thai Cuisine By Montri,CASUAL DINING,Kitsilano,"2585 West Broadway, Vancouver V6K","Thai, Asian",101010,NO
Sushi Itshoni,CASUAL DINING,"Hanin Village, Coquitlam","Hanin Village, 329 North Road, Coquitlam V3K3V8","Sushi, Japanese, Korean, Asian",10,YES
Flamingo Chinese Restaurant,CASUAL DINING,Victoria-Fraserview & Killarney,"1652 SE Marine Dr, Vancouver V5P 2R6","Chinese, Dim Sum",10,NO
Nikko Sushi,CASUAL DINING,Township of Langley,"E-22372 Fraser Highway, Langley V3A","Sushi, Japanese, Asian",101010,YES
Yopo Cafe,QUICK BITES,"Empress Galleria, Yaletown","Empress Galleria, 1122 Homer Street, Vancouver V6B2G2","Chinese, Asian",10101010,YES
Babylon Cafe,QUICK BITES,West End,"1156 Denman Street, Vancouver V6G2N1",Mediterranean,1010,NO
Olive & Ruby Cafe,CAF�,Kitsilano,"2839 West Broadway, Vancouver V6K 2G6","Cafe, Juices, Coffee and Tea",101010,NO
Daikichi Sushi,CASUAL DINING,Downtown,"1346 Burrard Street, Vancouver V6Z1Z7","Sushi, Japanese, Asian",10101010,NO
Patsara Thai,CASUAL DINING,New Westminster,"528 Carnarvon Street, New Westminster, Metro Vancouver V3L 1C4",Thai,10,NO
Togo Sushi,QUICK BITES,"Oakridge Centre, Oakridge","Oakridge Centre, 650 West 41st Avenue, Vancouver V5Z4H2","Sushi, Japanese",101010,NO
Slice of Chicago,QUICK BITES,Punjabi Market,"5812 Fraser Street, Vancouver V5W 2Z5","Pizza, Fast Food",101010,NO
Diamond Buffet - Elements Casino,CASUAL DINING,"Elements Casino, Cloverdale","Elements Casino, 17755 60th Avenue, Surrey V3S 1V3",Canadian,10,YES
Dubh Linn Gate Irish Pub,PUB,Mount Pleasant,"1601 Main Street, Vancouver V6A 2V4","Irish, Bar Food",10101010,YES
Joe's Table Cafe,CAF�,Central Burnaby,"5021 Kingsway, Burnaby V5H 2E5","Cafe, Desserts",10101010,NO
Soup Plus,QUICK BITES,Coquitlam,"1102 Austin Avenue, Coquitlam V3K3P5",Fast Food,10,YES
Carp,QUICK BITES,Mount Pleasant,"2516 Prince Edward Street, Vancouver V3T 4T3",Sushi,10101010,YES
